source_file,source_url,source_sha256,retrieved_at,thermoml_version_major,thermoml_version_minor,doi,title,data_number,component_count,primary_compound_name,primary_compound_formula,primary_compound_inchi,primary_compound_inchi_key,components_json,property_number,property_name,property_value,property_unit,property_value_digits,property_uncertainty,property_uncertainty_kind,temperature_value,temperature_unit,frequency_value,frequency_unit,phase,method_name,is_dielectric,dielectric_kind,variables_json,constraints_json,source_row_index
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""4"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.000437""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.19342,,6,0.00092,expanded_95,318.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""318.15""},{""component_name"":""nitromethane"",""digits"":""4"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.000437""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",0
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""4"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.000817""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.28834,,6,0.0011,expanded_95,298.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""298.15""},{""component_name"":""nitromethane"",""digits"":""4"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.000817""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",1
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""4"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.0008868""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.19856,,6,0.00092,expanded_95,318.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""318.15""},{""component_name"":""nitromethane"",""digits"":""4"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.0008868""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",2
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""5"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.001228""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.294,,6,0.00055,expanded_95,298.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""298.15""},{""component_name"":""nitromethane"",""digits"":""5"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.001228""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",3
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""5"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.001333""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.20368,,6,0.00046,expanded_95,318.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""318.15""},{""component_name"":""nitromethane"",""digits"":""5"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.001333""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",4
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""5"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.001638""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.29956,,6,0.00055,expanded_95,298.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""298.15""},{""component_name"":""nitromethane"",""digits"":""5"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.001638""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",5
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""5"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.001778""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.20876,,6,0.00046,expanded_95,318.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""318.15""},{""component_name"":""nitromethane"",""digits"":""5"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.001778""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",6
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""5"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.002045""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.30518,,6,0.00055,expanded_95,298.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""298.15""},{""component_name"":""nitromethane"",""digits"":""5"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.002045""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",7
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""5"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.002219""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.21383,,6,0.00046,expanded_95,318.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""318.15""},{""component_name"":""nitromethane"",""digits"":""5"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.002219""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",8
acs.jced.5b00369.xml,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00369.xml,a0de6fe5a6d98e680f04502b87f9f7b15a4a28769675491285fb3458d51620e3,2026-09-22T03:19:10Z,2,0,10.1021/acs.jced.5b00369,"Relative Permittivity and Apparent Dipole Moments of  Nitromethane, Nitroethane, 1-Nitropropane and 2-  Nitropropane in Several Nonpolar Solvents.",1,2,benzene,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""common_name"":""benzene"",""composition"":[],""formula"":""C6H6"",""registry_number"":""9"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H"",""standard_inchi_key"":""UHOVQNZJYSORNB-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""common_name"":""nitromethane"",""composition"":[{""digits"":""5"",""name"":""Mole fraction"",""unit"":"""",""value"":""0.00245""}],""formula"":""CH3NO2"",""registry_number"":""5"",""sample_number"":""1"",""standard_inchi"":""InChI=1S/CH3NO2/c1-2(3)4/h1H3"",""standard_inchi_key"":""LYGJENNIWJXYER-UHFFFAOYSA-N""}]",1,Relative permittivity at zero frequency,2.31071,,6,0.00055,expanded_95,298.15,K,,,Liquid,two-terminal dielectric cell,true,static_or_zero_frequency,"[{""component_name"":"""",""digits"":""5"",""kind"":""temperature"",""name"":""Temperature, K"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Temperature, K"",""registry_number"":"""",""type_tag"":""eTemperature"",""unit"":""K"",""value"":""298.15""},{""component_name"":""nitromethane"",""digits"":""5"",""kind"":""composition"",""name"":""Mole fraction"",""number"":""2"",""phase"":""Liquid"",""raw_type"":""Mole fraction"",""registry_number"":""5"",""type_tag"":""eComponentComposition"",""unit"":"""",""value"":""0.00245""}]","[{""component_name"":"""",""digits"":""3"",""kind"":""other"",""name"":""Pressure"",""number"":""1"",""phase"":""Liquid"",""raw_type"":""Pressure, kPa"",""registry_number"":"""",""type_tag"":""ePressure"",""unit"":""kPa"",""value"":""101""}]",9
